"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","ISBN","ISSN","PublicationDate","Volume","Issue","FirstPage","PageCount","Pages","AccessionNumber","DOI","Publisher","Subjects","Keywords","Url","SearchDuplicate","ID","IDDuplicate","CitationKey","Downloaded","empirical","Method","term","MeasureDefinition","Affect","Behavior","Cognition","Desire","Affect2","Behavior2","Cognition2","Desire2","AffectConflict","BehaviorConflict","CognitionConflict","DesireConflict","AffectFinal","BehaviorFinal","CognitionFinal","DesireFinal","Discuss","MissingABCD","NoteMissing","TypeComplexity","MeasurementLevels","lifeDomain","domainScale","domainPaper","MainAnalysis","VariableType","Sample","MigrationTime","IncludesMajority","Host Country 1","Host Country 2","Host Country 3","Host Country 4","HostCountry","Origin Country 1","Origin Country 2","Origin Country 3","Origin Country 4","Origin Country 5","Origin Country 6","OriginCountry","Comment"
"211","Search2020","journalArticle",2009,"Swami, Viren","Predictors of sociocultural adjustment among sojourning Malaysian students in Britain",1,NA,"The process of cross-cultural migration may be particularly difficult for students traveling overseas for further or higher education, especially where qualitative differences exist between the home and host nations. The present study examined the sociocultural adjustment of sojourning Malaysian students in Britain. Eighty-one Malay and 110 Chinese students enrolled in various courses answered a self-report questionnaire that examined various aspects of sociocultural adjustment. A series of one-way analyses of variance showed that Malay participants experienced poorer sociocultural adjustment in comparison with their Chinese counterparts. They were also less likely than Chinese students to have contact with co-nationals and host nationals, more likely to perceive their actual experience in Britain as worse than they had expected, and more likely to perceive greater cultural distance and greater discrimination. The results of regression analyses showed that, for Malay participants, perceived discrimination accounted for the greatest proportion of variance in sociocultural adjustment (73%), followed by English language proficiency (10%) and contact with host nationals (4%). For Chinese participants, English language proficiency was the strongest predictor of sociocultural adjustment (54%), followed by expectations of life in Britain (18%) and contact with host nationals (3%). By contrast, participants' sex, age, and length of residence failed to emerge as significant predictors for either ethnic group. Possible explanations for this pattern of findings are discussed, including the effects of Islamophobia on Malay-Muslims in Britain, possible socioeconomic differences between Malay and Chinese students, and personality differences between the two ethnic groups. The results are further discussed in relation to practical steps that can be taken to improve the sociocultural adjustment of sojourning students in Britain. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Psychology",NA,"0020-7594","2009-08","44","4",NA,NA,"266-273","2009-11700-004","10.1080/00207590801888745",NA,"Acculturation; Cross Cultural Psychology; Human Migration; Adaptation, Psychological; Female; Humans; Male; Surveys and Questionnaires; Young Adult; Sociocultural Factors; Emigrants and Immigrants; Religion and Psychology; Social Identification; Social Adjustment; Cross-Cultural Comparison; Islam; Asian Continental Ancestry Group; Students; sociocultural adjustment; Great Britain; students; Buddhism; cross-cultural migration; Malaysia",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2009-11700-004&site=ehost-live&scope=site",FALSE,"P-422",NA,"Swami2009","1",1,"quantitative","sociocultural adjustment","degree of difficulty in dealing with practical, social, and interpersonal communication problems",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"independent","continuous (incl. scale)",NA,"degree of difficulty in dealing with practical, social, and interpersonal communication problems","sociocultural adjustment","regression (incl. PROCESS)","Dependent","students","post",0,"Britain",NA,NA,NA,"Britain","Malaysia","China",NA,NA,NA,NA,"Malaysia, China","cross-cultural differences between Chinese and Malay students"
"212","Search2020","journalArticle",2002,"Ataca, Bilge; Berry, John W.","Psychological, sociocultural, and marital adaptation of Turkish immigrant couples in Canada",1,NA,"Examined acculturation and adaptation of 200 married Turkish immigrants (aged 19-73 yrs) in Toronto, Canada, using self-report questionnaires. As an extension of research from sojourners to immigrants and from individuals to married couples, marital adaptation was introduced and 3 facets of adaptation were differentiated: psychological, sociocultural, and marital. Findings support the contention that adaptation is multifaceted. Consistent with stress and coping models, psychological adaptation was associated with the personality variable of hardiness, social support, acculturation attitudes, and discrimination. However, in line with social learning perspectives, sociocultural adaptation was mostly related to variables instrumental in acquiring social skills in the new culture, namely, language proficiency and contact with members of the dominant group. Marital adaptation was mostly associated with marital stressors and marital support. The lack of research on gender differences in the differentiation of adaptation was addressed. The effects of socioeconomic status and gender have also been examined. Results show that Turkish immigrants did not acculturate uniformly: 2 groups, working class and professionals, were clearly distinguished in acculturation experiences and adaptation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Psychology",NA,"0020-7594","2002-02","37","1",NA,NA,"13-26","2002-02248-002","10.1080/00207590143000135",NA,"Acculturation; Immigration; Emotional Adjustment; Personality Traits; Sociocultural Factors; sociocultural adaptation; Marital Relations; Spouses; psychological adaptation; marital adaptation; personality variables; Turkish immigrant couples",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2002-02248-002&site=ehost-live&scope=site",FALSE,"P-424",NA,"Ataca2002","1",1,"quantitative","acculturation","language proficiency, social support, cultural distance, contact",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"language, contact, social support, cultural distance","marital functioning","regression (incl. PROCESS)","Predictor","general","post",0,"Canada",NA,NA,NA,"Canada","Turkey",NA,NA,NA,NA,NA,"Turkey",NA
"213","Search2020","journalArticle",2005,"Kim, Miyong T.; Han, Hae-Ra; Shin, Hye Sook; Kim, Kim B.; Lee, Hochang Benjamin","Factors associated with depression experience of immigrant populations: A study of Korean immigrants",1,NA,"A correlational, cross-sectional study with multivariate analysis was conducted to identify factors that influence the depression experience in 154 Korean immigrants. Based on the stress-health outcome framework, four variables (i.e., sense of mastery, socioeconomic status, social support, and acculturation) were tested for their mediating effects between stress and depression experienced by Korean Americans. Path analyses showed that the negative effect of life stress on depression was buffered by higher levels of sense of mastery and social support in the Korean sample. Implications for future cross-cultural depression research and preventive strategies against depression in immigrant populations are discussed. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",1,NA,"Archives of Psychiatric Nursing",NA,"0883-9417","2005-10","19","5",NA,NA,"217-225","2005-15047-004","10.1016/j.apnu.2005.07.004",NA,"Cross Cultural Psychology; Immigration; Stress; Adult; Cross-Sectional Studies; Emigration and Immigration; Female; Humans; Male; Middle Aged; Socioeconomic Factors; Surveys and Questionnaires; United States; Major Depression; Korean Cultural Groups; Depression; Asian Americans; Life Experiences; cross cultural depression experience; immigrant populations; life stress",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2005-15047-004&site=ehost-live&scope=site",FALSE,"P-431",NA,"Kim2005","1",1,"quantitative","acculturation","language proficiency, length of residency, utilization of societal resources etc.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"independent","continuous (incl. scale)",NA,"?","mental health (neg.)","path analysis","Mediator","general","post",0,"United States",NA,NA,NA,"United States","Korea",NA,NA,NA,NA,NA,"Korea",NA
"214","Search2020","journalArticle",2001,"Liou, Doreen; Contento, Isobel R.","Usefulness of psychosocial theory variables in explaining fat-related dietary behavior in Chinese Americans: Association with degree of acculturation",1,NA,"Examined the usefulness of variables from psychosocial models of health behavior in explaining fat-related dietary behavior among Chinese Americans. 600 Chinese Americans (aged 25-70 yrs) completed questionnaires regarding demographic factors, degree of acculturation, food preferences, and 13 social psychological scales derived from the Theory of Planned Behavior, the Healthy Belief Model, and Social Cognitive Theory, intention to reduce dietary fat, and behaviors related to the selection of reduced-fat diets. Results show that attitude, overall health concern, and self-efficacy accounted for 58% of the variance in behavioral intention for all Ss. Attitude, perceived barriers, and self-efficacy accounted for 19% of the variance in the prediction of dietary fat reduction behaviors. In general, a gradient was seen in the increased predictiveness of each regression model by degree of acculturation of the immigrants to US culture: predictiveness for behavior ranged from 15% for the least to 34% for the most acculturated. Acculturation was significantly related to declines in the influence of habit and of social norms. These effects were not seen by length of residency. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Nutrition Education",NA,"0022-3182","2001-11","33","6",NA,NA,"322-331","2003-06426-002","10.1016/S1499-4046(06)60354-0",NA,"Acculturation; acculturation; Adult; Aged; Cross-Sectional Studies; Female; Humans; Male; Middle Aged; Surveys and Questionnaires; Intention; Models; Psychosocial Factors; Chinese Cultural Groups; Health Behavior; Chinese Americans; Asian Americans; Theories; Self Efficacy; China; psychosocial factors; Food Habits; Food Preferences; Attitude to Health; Models, Psychological; Fatty Acids; Diets; New York City; dietary fat; Dietary Fats; eating behavior; food preferences; healthy belief model; intentions; social cognitive theory; theory of planned behavior",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2003-06426-002&site=ehost-live&scope=site",FALSE,"P-432",NA,"Liou2001","1",1,"quantitative","acculturation","Suinn-Lew Asian Self Identity Acculturation Scale",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"language, social interaction, food","eating behavior","regression (incl. PROCESS)","Predictor","general","post",0,"United States",NA,NA,NA,"United States","China",NA,NA,NA,NA,NA,"China",NA
"215","Search2020","journalArticle",2012,"Lavee, Yoav; Krivosh, Ludmila","Marital stability among Jewish and mixed couples following immigration to Israel from the former Soviet Union",1,NA,"This research aims to identify factors associated with marital instability among Jewish and mixed (Jewish and non-Jewish) couples following immigration from the former Soviet Union. Based on the Strangeness Theory and the Model of Acculturation, we predicted that non-Jewish immigrants would be less well adjusted personally and socially to Israeli society than Jewish immigrants and that endogamous Jewish couples would have better interpersonal congruence than mixed couples in terms of personal and social adjustment. The sample included 92 Jewish couples and 92 ethnically-mixed couples, of which 82 couples (40 Jewish, 42 mixed) divorced or separated after immigration and 102 couples (52 Jewish, 50 ethnically mixed) remained married. Significant differences were found between Jewish and non-Jewish immigrants in personal adjustment, and between endogamous and ethnically-mixed couples in the congruence between spouses in their personal and social adjustment. Marital instability was best explained by interpersonal disparity in cultural identity and in adjustment to life in Israel. The findings expand the knowledge on marital outcomes of immigration, in general, and immigration of mixed marriages, in particular. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"European Psychologist",NA,"1016-9040","2012","17","2",NA,NA,"158-167","2012-14111-007","10.1027/1016-9040/a000112",NA,"Immigration; immigration; Israel; Ethnic Identity; Jews; Social Adjustment; cultural identity; Marital Relations; Couples; Interracial Marriage; former Soviet Union; intermarriage; marital fit; marital stability; mixed couples; social adjustment: Jewish couples",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-14111-007&site=ehost-live&scope=site",FALSE,"P-434",NA,"Lavee2012","1",1,"quantitative","adjustment","cultural identity, feeling at home, well-being, perception of host society's attitudes and policies toward them",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"personal and social adjustment","marital functioning","correlation","Correlation","Jewish","post",0,"Israel",NA,NA,NA,"Israel","Soviet Union",NA,NA,NA,NA,NA,"Soviet Union",NA
"216","Search2020","journalArticle",2012,"Pilkington, Aneela; Msetfi, Rachel Maria; Watson, Ruth","Factors affecting intention to access psychological services amongst British Muslims of South Asian origin",1,NA,"The aim of this study was to examine factors that affect intention to access psychological services in a sample of British Muslims of South Asian origin. It was hypothesised that the level of shame/izzat associated with mental health would predict intention to access services when controlling for other, more established, predictors. Ninety-four participants were recruited from community UK centres and online sources. Results indicated that shame/izzat and biological beliefs predicted lesser intent to access psychological services, whereas higher levels of acculturation and education predicted greater intention. Further analyses suggested differences between people that had migrated to Britain and those born in the United Kingdom. Higher education levels predicted greater intention for all participants. However, shame/izzat and duration of habitation in Britain were significant predictors for migrant participants, whereas acculturation predicted intent for those that were born in the country. Clinical implications and suggestions for future research are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Mental Health, Religion & Culture",NA,"1367-4676","2012-01","15","1",NA,NA,"Jan-22","2012-01612-001","10.1080/13674676.2010.545947",NA,"Muslims; South Asian Cultural Groups; Mental Health Services; Health Care Utilization; British Muslims; health care utilization; psychological services",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-01612-001&site=ehost-live&scope=site",FALSE,"P-435",NA,"Pilkington2012","1",1,"quantitative","acculturation","Self-administered questionnaire of Acculturation",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"language, religion, alienation and belonging, traditions, customs, media, clothing, living conditions","intention to access psychological services","regression (incl. PROCESS)","Predictor","muslim","post",0,"Britain",NA,NA,NA,"Britain","South Asia",NA,NA,NA,NA,NA,"South Asia",NA
"217","Search2020","journalArticle",2004,"Lee, Hee Y.; Moon, Ailee; Knight, Bob G.","Depression among elderly Korean immigrants: Exploring socio-cultural factors",1,NA,"This study examined predictors of depression in a sample of 95 elderly Korean immigrants aged 60 or over. Depression among Korean immigrants was hypothesized to be associated with socio-demographic and cultural factors, including health status, gender, education, financial status, acculturation level, familism, social support, especially from the family, and family relationships. A face-to-face interview was conducted in Korean using a structured questionnaire. Depression in this study was measured using the Center for Epidemiological Studies of Depression (CES-D) Scale. A substantial percentage of the sample was experiencing a high level of depression. The mean score on the CES-D scale was 15.1, slightly below 16, a cut-off score for clinical depression, and almost 40% of the respondents scored 16 or above on the scale, indicating a high rate of clinical depression for the study sample. In multiple regression analyses, perceived health status and education were significant predictors among socio-demographic factors. Among cultural factors, acculturation status was not a significant predictor; however, positive support from the family and family relationships were significantly associated with depression. The role of family as a risk factor for depression in older Korean immigrants and implications for mental health policy, programs, and future research are discussed. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",1,NA,"Journal of Ethnic & Cultural Diversity in Social Work: Innovation in Theory, Research & Practice",NA,"1531-3204","2004","13","4",NA,NA,"Jan-26","2005-07199-001","10.1300/J051v13n04_01",NA,"Immigration; Demographic Characteristics; Major Depression; Sociocultural Factors; Korean Cultural Groups; elderly Korean immigrants; major depression; socio-cultural factors; socio-demographic factors",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2005-07199-001&site=ehost-live&scope=site",FALSE,"P-438",NA,"Lee2004","1",1,"quantitative","acculturation","Korean version of the Acculturation Rating Scale for Mexican Americans-II",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"language, affiliation, general","depression","regression (incl. PROCESS)","Predictor","general","post",0,"United States",NA,NA,NA,"United States","Korea",NA,NA,NA,NA,NA,"Korea",NA
"218","Search2020","journalArticle",2004,"Shalom, Uzi Ben; Horenczyk, Gabriel","Cultural identity and adaptation in an assimilative setting: Immigrant soldiers from the former Soviet Union in Israel",1,NA,"In this study, the military served as a specific arena for the contextual examination of the relationship between immigrants' cultural identity and adjustment. Our investigation was grounded in the recent literature suggesting that cultural identity, adaptation, and the relationship between them are affected by contextual factors. We see the military in general, and the Israeli army in particular, as a highly assimilative context. We therefore predicted that national identity would significantly promote immigrant's adaptation. Three hundred and sixty-five young soldiers who had recently immigrated from the former Soviet Union and serving their compulsory military service in the Israeli Defense Forces, completed anonymous questionnaires. Our findings revealed that national identity was indeed positively related to adjustment, especially adjustment to the military setting. In contrast, ethnic identity was not correlated with adjustment. When classified into acculturation categories, according to Berry's bi-dimensional model, individuals in both the 'marginalization' and the 'separation' groups exhibited low levels of adaptation. Common to these two strategies is the rejection of host culture. Three factors--language abilities, sources of cohesion and goals in service--were examined as possible mediators for the effects of national identity on the immigrants' adjustment to military service. National identity was shown to affect adaptation partially through sources of cohesion and goals in service. Theoretical and practical implications are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Intercultural Relations",NA,"0147-1767","2004-11","28","6",NA,NA,"461-479","2005-05540-001","10.1016/j.ijintrel.2005.01.001",NA,"Immigration; Ethnic Identity; cultural identity; Adaptation; cultural adaptation; immigrant soldiers; military; Military Personnel",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2005-05540-001&site=ehost-live&scope=site",FALSE,"P-443",NA,"Shalom2004","1",1,"quantitative","psychological adjustment","Life Satisfaction Index A",1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,0,NA,"complex concept","continuous (incl. scale)",NA,NA,"cultural identity",NA,"Correlation","military","post",0,"Israel",NA,NA,NA,"Israel","Soviet Union",NA,NA,NA,NA,NA,"Soviet Union","Also used UCLA loneliness scale"
"219","Search2020","journalArticle",2006,"Jang, Yuri; Kim, Giyeon; Chiriboga, David A.","Correlates of sense of control among older Korean-American immigrants: Financial status, physical health constraints, and environmental challenges",1,NA,"Responding to the need for more research on minority older populations, the present study assessed sense of control among older Korean-American immigrants. The association of sense of control with financial status, physical health constraints, and environmental challenges was examined with a sample of 230 older Korean-Americans (Mage = 69.8, range = 60-92) in Florida. In a hierarchical regression analysis, financial limitations (poorer perceived financial status and receipt of financial support from adult children), physical health constraints (greater functional disability), and environmental challenges (lower acculturation and greater difficulty with transportation) were identified as significant risk factors for a diminished sense of control. Findings are discussed in a cultural context, and ways to promote sense of control among immigrant older populations are suggested. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"The International Journal of Aging & Human Development",NA,"0091-4150","2006","63","3",NA,NA,"173-186","2006-20074-001","10.2190/9QMQ-TG4A-1LDC-CNRR",NA,"Immigration; Minority Groups; Aging; South Asian Cultural Groups; Physical Health; minority groups; Financial Strain; aging; Disabilities; Emotional Control; environmental challenges; financial status; Korean-American immigrants; physical health constraints; sense of control",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2006-20074-001&site=ehost-live&scope=site",FALSE,"P-444",NA,"Jang2006","1",1,"quantitative","acculturation","language proficiency, language use, preferred language, food preferences, ethnicity of social contacts",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,NA,NA,"regression (incl. PROCESS)","Predictor","old adults","post",0,"United States",NA,NA,NA,"United States","Korea",NA,NA,NA,NA,NA,"Korea",NA
"220","Search2020","journalArticle",2008,"McCaffrey, Ruth","The lived experience of Haitian older adults' integration into a senior center in Southeast Florida",1,NA,"A phenomenological design using interviews of 16 Haitian older adults was undertaken to better understand the lived experience of older Haitians as they integrated into an established senior center. Responses to the questions were recorded and transcribed. Two themes emerged: (a) a feeling of being accepted into a new community and (b) hope for a good life in their new homeland. Although older adults who are recent immigrants have a harder time assimilating into a new culture than younger persons, programs can be developed to make this transition easier. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Transcultural Nursing",NA,"1043-6596","2008-01","19","1",NA,NA,"33-39","2007-20000-004","10.1177/1043659607309139",NA,"Acculturation; Immigration; immigrants; Adaptation, Psychological; Aged; Emigration and Immigration; Female; Humans; Male; Surveys and Questionnaires; Self Concept; Social Identification; Aged, 80 and over; Aging; Life Change Events; quality of life; Quality of Life; Cultural Diversity; Attitude to Health; Florida; Haiti; Communication Barriers; Loneliness; Nursing Methodology Research; Social Values; Catholicism; Community Health Centers; Experience Level; Haitian older adults integration; Intergenerational Relations; lived experience; Phenomenology; southeast Florida",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2007-20000-004&site=ehost-live&scope=site",FALSE,"P-445",NA,"McCaffrey2008","1",1,"qualitative","Integration","Van Manen's approach to phenomenology",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,"N/A","N/A",NA,NA,NA,"N/A","Dependent","elderly","post",0,"United States",NA,NA,NA,"United States","Haiti",NA,NA,NA,NA,NA,"Haiti",NA
"221","Search2020","journalArticle",2004,"Cuellar, Israel; Bastida, Elena; Braccio, Sara Maria","Residency in the United States, Subjective Well-Being, and Depression in an Older Mexican-Origin Sample",1,NA,"Objective: To compare the mental health and well-being of Mexican immigrants with native-born Mexican Americans living in the Lower Rio Grande Valley of Texas. Methods: A randomly stratified sample of 353 Hispanics aged 45 and older were interviewed. The immigrant group (n = 148) was compared with native-born Mexican Americans (n = 205). Results: The findings showed that the native-born group was not significantly different from the immigrant group on measures of depression, health status, life satisfaction, or self-esteem. The immigrant group was found to report significantly more stress than the Mexican American group. Income, age, gender, and acculturation were significant predictors of well-being, whereas immigration status and years of residency were not. Discussion: The well-being of Mexican immigrants in the United States is confounded by such variables as income, age, gender, and acculturation, along with various other contextual factors that characterize their life experiences in the United States. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Aging and Health",NA,"0898-2643","2004-08","16","4",NA,NA,"447-466","2004-16823-001","10.1177/0898264304265764",NA,"Acculturation; Immigration; Mexican Americans; Well Being; Aged; Emigration and Immigration; Female; Humans; Male; United States; Cross Cultural Differences; mental health; Mental Health; Self Concept; Depression; Mexican immigrants; Mexico; Residence Characteristics; Age Factors; Sex Factors; Health Status; subjective well being; residency",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2004-16823-001&site=ehost-live&scope=site",FALSE,"P-447",NA,"Cuellar2004","1",1,"quantitative","acculturation","Brief Acculturation Rating Scale for Mexican Americans",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,NA,NA,"correlation","Predictor","old adults","post",0,"United States",NA,NA,NA,"United States","Mexico",NA,NA,NA,NA,NA,"Mexico",NA
"222","Search2020","thesis",2009,"Saghafi, Nazanin","The relationship of religious self-identification to cultural adaptation among Iranian immigrants and first generation Iranians",1,NA,"This causal-comparative study examined if Iranian or Iranian Americans of either Islamic or Jewish religious self-identifications significantly differ in their reported level of cultural adaptation as evidenced by level of acculturation and the degree of acculturative stress, after controlling for the influence of years of residence in the United States. To conduct this investigation, 107 participants were administered the Cultural Lifestyle Inventory (Mendoza, 1989), which was adapted for use with members of the Iranian culture (Ghaffarian, 1998), and the Kerendi-Kadkhoda Acculturative Stress Scale (Kerendi, 1998). The results of the MANCOVA indicate that religious identification does significantly influence cultural adaptation. Participants who self-identified as Islamic reported significantly higher Iranian orientation of acculturation while participants who self-identified as Jewish reported significantly higher U.S. orientation of acculturation. Furthermore, participants who self-identified as Islamic reported significantly higher resistance based acculturative stress when compared to their Jewish counterparts, although no significant difference was found for immersion based acculturative stress. This study revealed the relevance of considering intra-cultural differences such as religious identification among Iranian immigrants and Iranian Americans. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,"2010-99040-102",NA,"ProQuest Information & Learning","Acculturation; Immigration; Stress; Cross Cultural Differences; Iranian immigrants; Adaptation; cultural adaptation; first generation Iranians; self-identification; Self-Perception",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2010-99040-102&site=ehost-live&scope=site",FALSE,"P-452",NA,"Saghafi2009","1",1,"quantitative","acculturation","Cultural Lifestyle Inventory",1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,0,NA,"complex scale","continuous (incl. scale)",NA,NA,NA,"correlation","Correlation","general","post",0,"United States",NA,NA,NA,"United States","Iran",NA,NA,NA,NA,NA,"Iran",NA
"223","Search2020","journalArticle",2003,"Leung, Cynthia; Moore, Susan","Individual and Cultural Gender Roles: A Comparison of Anglo-Australians and Chinese in Australia",1,NA,"Posted August 6, 2003. Using a combined student and community sample, the present study examined whether there were cultural differences in gender role stereotypes between Anglo-Australians and Chinese background immigrants and sojourners in Australia. In addition, cultural differences in the sex-based differentiation of gender roles were examined, along with an assessment of the possible mediating role of acculturation. Five-hundred and ninety participants (418 Anglo-Australians, 172 of Chinese background) from academic institutions and community groups in Melbourne, Australia were administered the Bem Sex Role Inventory (BSRI), an individual-level measure of gender roles. Factor analyses of the Bem items showed similar factor structures for the two cultural groups, despite differences on their country-level indices of masculinity (Hofstede, 1998). Further, Hofstede's proposal that sex differences in gender roles would be more pronounced in 'masculine' societies was not supported, however both genders identified more strongly with masculine values/traits if they were Anglo-Australian in background, and with feminine values/traits if they were of Chinese origin. The possible role of acculturation in mediating these identifications was not established. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Current Research in Social Psychology",NA,"1088-7423","2003","8","21",NA,NA,NA,"2003-08705-001",NA,NA,"Cross Cultural Differences; Chinese Cultural Groups; Whites; Stereotyped Attitudes; Chinese; cultural differences; Sex Role Attitudes; Sex Roles; Anglo-Australians; gender role stereotypes; individual and cultural gender roles",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2003-08705-001&site=ehost-live&scope=site",FALSE,"P-454",NA,"Leung2003","1",1,"quantitative","acculturation","language, number of years in new country, identity",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,"independent","continuous (incl. scale)",NA,"langauge, number of years in new country, identity",NA,"correlation","Mediator","several age groups","post",0,"Australia",NA,NA,NA,"Australia","China",NA,NA,NA,NA,NA,"China",NA
"224","Search2020","journalArticle",2005,"Markovitzky, Gila; Mosek, Atalia","The role of symbolic resources in coping with immigration",1,NA,"The process of separation from one's homeland includes the loss of internal representations or symbolic resources, such as music, landscape, literature, and climate. These symbolic resources express one's ideas, identities, roles, and relations to each other, and contribute to the psychological reactions associated with one's adaptation to the new country. The present study examined the psychological adjustment of 395 new immigrants to Israel from the former Soviet Union using a cross-sectional design. Results showed that the longer an immigrant stays in Israel, the greater the sense of loss of spiritual symbolic resources. It was also found that the greater the loss, the poorer the psychological adjustment. A significant correlation was found between three categories of symbolic resources (spiritual, physical, and social) and psychological adjustment to the new environment. The significance of the findings for immigrants' welfare and acculturation is discussed in light of past and present immigration policies in Israel. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Ethnic & Cultural Diversity in Social Work: Innovation in Theory, Research & Practice",NA,"1531-3204","2005","14","1-Feb",NA,NA,"145-158","2006-05764-007","10.1300/J051v14n01_07",NA,"Immigration; immigration; Emotional Adjustment; Israel; Coping Behavior; psychological adjustment; coping; Symbolism; symbolic resources",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2006-05764-007&site=ehost-live&scope=site",FALSE,"P-456",NA,"Markovitzky2005","1",1,"quantitative","psychological adjustment","psychological well-being questionnaire, emotional state questionnaire, satisfaction level questionnaire, 90-symptom checklist",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex concept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
