"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","PublicationTitleProper","ISSN","eISSN","ISBN","PublicationDate","Volume","Issue","FirstPage","LastPage","PageCount","Pages","Cited Reference Count","Times Cited, WoS Core","Times Cited, All Databases","180 Day Usage Count","Since 2013 Usage Count","AccessionNumber","DOI","PubMed","Publisher","PublisherCity","PublisherAddress","Subjects","Keywords","Url","SearchDuplicateDOI","SearchDuplicateTitle","DuplicateAny","ID","IDDuplicate","Downloaded","DownloadReason","Extracted","ExtractedReason","TheoryName","Comment"
"303","PsychInfo","Dissertation",1995,"Simjee, Fauzia","Application of Rotter's Social Learning Theory: Assessing intrapsychic conflict and predicting psychological distress among South Asian immigrant parents.",0,"not theory","This study tested the applicability and generalizability of certain Social Learning Theory (SLT) principles and procedures. questionnaires specific to South Asian parents, which assess Need Value (NV) and Freedom of Movement (FM) were developed for this purpose. Conflict, or the discrepancy between NV and FM, was assessed to predict psychological distress, the outcome variable in this study, among South Asian parents. The goal was to establish the generalizability of SLT as well as empirically establish areas of conflict around which psychological intervention might be beneficial. Two hundred and six volunteer South Asian subjects completed the questionnaires utilized in this study. Two samples, each consisting of 103 subjects were created with the constraint that equal numbers of males and females and equal numbers of the three main South Asian religious groups (Muslim, Hindu, and Sikh) were included in each sample. This was done to maintain independence of data due to the fact that the majority of the subject pool consisted of both members of a marital dyad. It was hypothesized that there would be a positive correlation between level of conflict (defined as magnitude of positive discrepancy when FM is subtracted from NV) and level of psychological distress as measured by the Symptom Checklist-90-Revised (SCL-90-R). Empirical questions were also formulated based on variables including acculturation, ethnic identity, marital satisfaction, life stress, SLT variables, and demographics. A final empirical question, concerned with whether any of the 10 SCL-90-R subscales would be better predicted by the SLT variables, was also constructed. Overall, the main hypothesis concerning the predicted positive relationship between conflict (NV minus FM) and SCL-90-R scores was not confirmed. The two samples provided weak and somewhat mixed results. Data from Sample 1 did yield limited support for the correlation between conflict and psychological distress. With respect to the Emp (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"Dissertation Abstracts International: Section B: The Sciences and Engineering","Dissertation Abstracts International: Section B: The Sciences And Engineering","4194217",NA,NA,19951101,56,"5-B",2887,NA,1,NA,NA,NA,NA,NA,NA,"1995-95021-165",NA,NA,"ProQuest Information & Learning",NA,NA,"Asians; Distress; Freedom; Needs; Social Learning; Immigration; Parents; South Asian Cultural Groups; Spouses; Theories; Adulthood (18 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1995-95021-165&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"304","PsychInfo","Journal Article",2016,"Kelly, Don R.","Applying acculturation theory and power elite theory on a social problem: Political underrepresentation of the Hispanic population in Texas.",NA,NA,"Legislative underrepresentation of the Hispanic population is a serious social problem in Texas. Hispanics in the Texas legislature comprise approximately 21% of the total legislative body, yet the Hispanic population is approximately 35% of the total population in Texas. Acculturation and Power Elite theories can enhance our understanding, providing a useful framework for explaining the underrepresentation phenomenon and identifying implications for further research. Acculturation refers to the internal processes of change that immigrants experience when they come into direct contact with members of the host culture, in this case Hispanics. Power elite theory is a concept of how the balance of power is maintained within the societal structure, in this case Texas. Together, these theories can account for underrepresentation and can help to form a strategy for Hispanics to overcome the underrepresentation phenomenon in Texas. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"Hispanic Journal of Behavioral Sciences",NA,"7399863",NA,NA,20160501,38,"2",155,NA,11,NA,NA,NA,NA,NA,NA,"2016-18565-001","10.1177/0739986316638324",NA,"Sage Publications",NA,NA,"Acculturation; Civil Rights; Social Issues; Voting Behavior; Latinos/Latinas; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2016-18565-001&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"305","PsychInfo","Journal Article",2020,"Joy, Simy; Game, Annilee M.; Toshniwal, Ishita G.","Applying Bourdieu’s capital-field-habitus framework to migrant careers: Taking stock and adding a transnational perspective.",1,NA,"HRM and Migration scholars increasingly employ Bourdieu’s concepts of capitals, fields and habitus to explain the interrelationships between migrant careers and context. Both literatures employ a Bourdieusean framework to examine devaluation of migrant capitals in host nations and migrant responses to such devaluation. However, their explanations are based on different assumptions of context. HRM literature regards migrants as confined to the host nation context, whereas Migration literature places them in a transnational context, spanning both originating and host nations. In this conceptual paper, we argue for integrating transnational perspectives into HRM literature to offer a more accurate portrayal of contemporary migrant lives, and to capture greater nuance in migrant career experiences. We seek to expand the conceptual lexicon to support new conceptualisations of transnational context, and to explore how locating a Bourdieusean framework in transnational contexts enhances its ability to explain migrant career experiences. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",1,NA,"The International Journal of Human Resource Management","The International Journal Of Human Resource Management","9585192",NA,NA,20201101,31,"20",2541,NA,24,NA,NA,NA,NA,NA,NA,"2020-87431-001","10.1080/09585192.2018.1454490",NA,"Taylor & Francis",NA,NA,"Human Migration; Occupational Choice; Occupations; Mental Lexicon; Social Integration; Adulthood (18 yrs & older)",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2020-87431-001&site=ehost-live&scope=site",FALSE,FALSE,FALSE,"T-090",NA,1,NA,1,NA,"Capital-Field-Habitus Framework to Migrant Careers",NA
"306","PsychInfo","Dissertation",2011,"Ortega, Johis","Applying Ecodevelopmental Theory and the Theory of Reasoned Action to understand HIV risk behaviors among Hispanic adolescents.",0,"not acculturation","The number of adolescents in the U.S. who engage in risk behaviors such as alcohol and drug use and unsafe sexual practices has reached alarming levels, with Hispanic adolescents in particular reporting high rates of substance use and sexual activity. This study explored risk and protective factors that influence high-risk behaviors in Hispanic adolescents. A theoretical model was developed based on an integration of Ecodevelopmental Theory and the Theory of Reasoned Action to investigate individual and social factors that affect the risk behaviors of Hispanic adolescents. This study was a cross-sectional, descriptive, secondary investigation of the baseline data of a combined sample of 493 Hispanic adolescent 7th and 8th graders and their immigrant parents who had been recruited for participation in the Familias Efficacy I and II studies. The hypothesized model of relationships included 3 direct effects variables: parent-adolescent communication about sex; adolescent condom use self-efficacy; and family functioning, which integrated 4 constructs: parental involvement; positive parenting; family communication; and parent-adolescent communication. The study model also included 3 indirect variables: parents’ acculturation; differential acculturation; and parent’s HIV knowledge. Three adolescent risk behaviors served as outcome variables: condom use; drinking alcohol while having sex; and substance use. It was hypothesized that (1) family functioning, parent-adolescent communication about sex, and adolescent self efficacy would all be directly related to adolescent risk behaviors; (2) parent’s acculturation would be related to adolescent risk behaviors indirectly through its association with parent’s HIV knowledge and parent-adolescent communication about sex; and (3) differential acculturation would be related to adolescent risk behaviors indirectly through its association with family functioning, adolescent condom use self-efficacy, and parent-adolescent communication about sex. Cronbach’s α computed for all measures yielded good to excellent reliability coefficients. Pearson linear correlation coefficients were calculated between all of the study variables, followed by confirmatory factor analysis to ascertain the feasibility of collapsing multiple indicators of family functioning and HIV/STIs risk behaviors into single latent variables. Finally, the hypothesized structural equation model was estimated. Beta coefficients were calculated to examine direct effects and Mackinnon’s asymmetric distribution of product test was used to evaluate mediated effects. Data analysis failed to confirm any of the study hypotheses; however, post-hoc analyses yielded findings that merit further study. Family functioning emerged as the heart of the model, embedded within a web of direct and mediated relationships. Additional findings suggest that family functioning mediates the effect of parents’ acculturation and of parents’ HIV knowledge on adolescent risk behaviors. Study limitations include its cross-sectional design, self-report measures, convenience sample and integration of clinical and non-clinical samples. Suggestions are provided for researchers to further explore relationships among the variables, and recommendations made for community nursing practitioners to develop, implement and evaluate HIV/STIs prevention programs for Hispanic adolescents. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"Dissertation Abstracts International: Section B: The Sciences and Engineering","Dissertation Abstracts International: Section B: The Sciences And Engineering","4194217",NA,"9781124402918",20110101,72,"2-B",1154,NA,1,NA,NA,NA,NA,NA,NA,"2011-99160-130",NA,NA,"ProQuest Information & Learning",NA,NA,"Economic Development; HIV; Risk Assessment; Reasoned Action; Latinos/Latinas; Childhood (birth-12 yrs); School Age (6-12 yrs); Adolescence (13-17 yrs)",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-99160-130&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"307","PsychInfo","Dissertation",2017,"Lommel, Lisa L.","Applying intersectionality and acculturation theories to explain disparities in self-rated health among Asian and Hispanic immigrants in the U.S.",1,NA,"Minority populations in the United States (U.S.) suffer an unequal burden of morbidity and mortality due to health disparities. The purpose of this descriptive cross-sectional study was to identify factors associated with disparities in self-rated health (SRH) among Asian and Hispanic immigrants. The acculturation theory and intersectionality framework were used to select predictors of SRH that included age, gender, ethnicity, socio-economic status, depressive symptoms, C-reactive protein (CRP) level, acculturation status, social position, and acculturative stress and discrimination events. A systematic review of the literature was completed and data from the 2009-2010 National Health and Nutrition Examination Survey and the 2002-2003 National Latino and Asian American Study were reviewed. This study found that acculturation status was associated with reporting disparities in SRH for both Asian and Hispanic immigrants. Limited English proficiency and being foreign-born was associated with worse SRH for Korean, Chinese, and Mexican immigrants, and in aggregate samples of Asian and Hispanic immigrants, compared to non-Hispanic Whites. Additionally, limited English proficiency was associated with worse SRH for Vietnamese immigrants. Among Mexican immigrants, higher levels of acculturation were associated with better SRH. Other key findings among Mexican immigrants were that depressive symptoms, increasing age, female gender, and elevated CRP were predictors of worse SRH compared to U.S.-born, non-Hispanic Whites. However, female gender and higher CRP were not predictors of worse SRH when level of acculturation was controlled for. For Chinese immigrants, acculturative stress was associated with worse SRH in an additive model while the interactions between social position and discrimination, and between gender, acculturative stress, and social position and education were predictive of worse SRH in multiplicative models. In summary, age, gender, ethnicity, socio-economic status, depressive symptoms, CRP, acculturation status, social position, and acculturative stress and discrimination were associated with disparities in SRH among two ethnic minorities in the U.S. These findings can be used to improve awareness and understanding of these immigrant populations who are vulnerable to poor health outcomes. Additionally, outcomes can assist in developing interventions to reduce the influence of social structures on health and to capture the true complexities of immigrants' lives. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,"not theory","Dissertation Abstracts International Section A: Humanities and Social Sciences","Dissertation Abstracts International Section A: Humanities And Social Sciences","4194209",NA,"9781339920115",20170101,77,"11-A(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-58391-248",NA,NA,"ProQuest Information & Learning",NA,NA,"Acculturation; Health; Immigration; Health Disparities; Latinos/Latinas",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2016-58391-248&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"308","PsychInfo","Journal Article",1981,"Hertz, Dan G.","Arrival and departure (theoretical considerations and clinical observations on migrants and immigrants).",1,NA,"Examines the process of voluntary and involuntary migration as an existential crisis situation that is experienced as a time-limited, localized, and focused life event. Migrant and immigrant individuals and families may experience the situation that follows the period of environmental and cultural changes as an overwhelming threat. Because the earlier applied coping mechanisms often will be found as inapplicable, they may become maladaptive. The different stages of the migration and the development of individual, marital, familial, and social symptom formation as a result of the crisis are described. Once the previously well-functioning psychological defenses can no longer be maintained, psychosomatic disorders may follow. The difficulties of adjustment are characterized by feelings of lack of contact with the environment, the threat of isolation, and the development of emotional and social insecurity. Lack of feeling of identification with the recipient community increases the tendency to escape into somatic complaints and into the development of minor illnesses. (22 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,"not theory","Psychiatric Journal of the University of Ottawa","Psychiatric Journal Of The University Of Ottawa","7028466",NA,NA,19811201,6,"4",234,NA,5,NA,NA,NA,NA,NA,NA,"1982-23461-001",NA,NA,"Canadian Medical Assn",NA,NA,"Acculturation; Adjustment; Human Migration; Immigration",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1982-23461-001&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"309","PsychInfo","Journal Article",2017,"Lee, Kangjae Jerry; Stodolska, Monika","Asian North Americans' leisure: A critical examination of the theoretical frameworks used in research and suggestions for future study.",NA,NA,"The aim of this study was to critically examine the theoretical frameworks employed in the existing research on Asian North Americans' leisure and to offer insights into additional theories that might be used in future research on the topic. The study reviewed three major theoretical frameworks employed by previous research in the field of leisure studies: (1) assimilation and acculturation theory, (2) ethnicity-based theories, and (3) self-construal. The study also provides recommendations for alternative theoretical approaches that could be used in investigations of Asian North Americans' leisure, including racial discrimination and stereotyping, the multiple hierarchy stratification perspective, transnationalism, and cultural and social capital. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",NA,NA,"Leisure Sciences",NA,"1490400",NA,NA,20171101,39,"6",524,NA,19,NA,NA,NA,NA,NA,NA,"2017-41369-004","10.1080/01490400.2016.1215944",NA,"Taylor & Francis",NA,NA,"Asians; Experimental Methods; Experimentation; Leisure Time; Theories; Immigration; Adulthood (18 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-41369-004&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"310","PsychInfo","Journal Article",2005,"Waters, Mary C.; Jiménez, Tomás R.","Assessing Immigrant Assimilation: New Empirical and Theoretical Challenges.",NA,NA,"This review examines research on the assimilation of immigrant groups. We review research on four primary benchmarks of assimilation: socioeconomic status, spatial concentration, language assimilation, and intermarriage. The existing literature shows that today's immigrants are largely assimilating into American society along each of these dimensions. This review also considers directions for future research on the assimilation of immigrant groups in new southern and midwestern gateways and how sociologists measure immigrant assimilation. We document the changing geography of immigrant settlement and review the emerging body of research in this area. We argue that examining immigrant assimilation in these new immigrant gateways is crucial for the development of theories about immigrant assimilation. We also argue that we are likely to see a protracted period of immigrant replenishment that may change the nature of assimilation. Studying this change requires sociologists to use both birth cohort and generation as temporal markers of assimilation. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",NA,NA,"Annual Review of Sociology",NA,"3600572",NA,NA,20050101,31,NA,105,NA,21,NA,NA,NA,NA,NA,NA,"2005-10482-005","10.1146/annurev.soc.29.010202.100026",NA,"Annual Reviews",NA,NA,"Acculturation; Immigration; Exogamous Marriage; Language; Regional Differences; Socioeconomic Status",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2005-10482-005&site=ehost-live&scope=site",TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"311","PsychInfo","Chapter",2006,"Pedraza, Silvia","Assimilation or Transnationalism? Conceptual Models of the Immigrant Experience in America.",1,NA,"The major questions in immigration research can be summarized briefly as follows: What led people to make the decision to move--what 'push' and 'pull' factors impelled them to displace and uproot themselves (see Lee, 1966)? What is the nature of the crossing--not only literally but also, more abstractly, the policies of two governments that can, in societies that have developed long histories of emigration and immigration, result in their developing systems of economic and political migration (see Burawoy, 1976; Pedraza-Bailey, 1985)? And, what can people attain afterward? A recurrent question in studies of immigration is: How do we best describe that process--as assimilation, adaptation, integration, incorporation, or transnationalism and diasporic citizenship? This chapter traces the development of these concepts over time as social scientists struggled to explain these important social processes. Before doing so, we turn to a brief history of immigration to America. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",1,NA,"Cultural psychology of immigrants.","Cultural Psychology Of Immigrants.",NA,NA,"0805853154; 9780805853155; 0805853146",20060101,NA,NA,33,NA,22,NA,NA,NA,NA,NA,NA,"2006-07020-003",NA,NA,"Lawrence Erlbaum Associates Publishers",NA,NA,"Acculturation; Human Migration; Immigration; Models; Social Processes",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2006-07020-003&site=ehost-live&scope=site",FALSE,FALSE,FALSE,"T-091",NA,1,NA,0,"not theory",NA,NA
"312","PsychInfo","Journal Article",2020,"Venta, Amanda","Attachment facilitates acculturative learning and adversity moderates: Validating the theory of epistemic trust in a natural experiment.",NA,NA,"Acculturation has consequences for immigrant health, and provides a natural experimental context in which to test Fonagy and Allison’s theory of epistemic trust. Their theory posits that secure attachment in the caregiver-youth dyad is a key mechanism for supporting, and exposure to childhood adversity and trauma is thought to block, the cultural learning process. The aim of this study was to validate the theory of epistemic trust by examining secure attachment as a predictor of acculturation across time and adverse childhood experiences as a moderator in 100 recently immigrated high school students followed for one year. Growth parameters were extracted and regressed on key study variables. Results indicated a significant main effect of maternal attachment on acculturation across time, as well an interaction in which the aforementioned link was blocked by adverse childhood experiences. In the context of acculturative learning, two tenets of the theory of epistemic trust were supported. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",NA,NA,"Child Psychiatry and Human Development",NA,"0009398X",NA,NA,20200601,51,"3",471,NA,7,NA,NA,NA,NA,NA,NA,"2020-06326-001","10.1007/s10578-020-00958-x",NA,"Springer",NA,NA,"Acculturation; Attachment Behavior; Epistemology; Trust (Social Behavior); Childhood Adversity; Immigration; Adolescence (13-17 yrs); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2020-06326-001&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"313","PsychInfo","Dissertation",2012,"Schackman, Daniel","Avatars in a virtual diaspora: Developing a theory of cultural ties and identity in second life.",0,"not migration","This research is a grounded theory study of the Indian Diaspora in the online, immersive, virtual world Second Life. Through field study and observation, participant observation, and interviews with Second Life residents – animated avatars designed and operated by people in real life – involved with Indian-themed places and groups, this research explored the following questions: To what extent does Indian culture in Second Life reflect Indian Diaspora culture in real life? To what extent do Indian avatars' experiences of settlement in Second Life resemble the acculturation process experienced by Indian immigrants to the United States? Central themes discovered in the study were the complex issues faced by avatars in balancing traditional and modern Indian values, and the expansion of the Indian Diaspora in this environment to include non-Indian avatars richly enmeshed in Indian cultural and social life in Second Life. Emerging from the results of this study are proposed key factors of virtual diasporas. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",NA,NA,"Dissertation Abstracts International Section A: Humanities and Social Sciences","Dissertation Abstracts International Section A: Humanities And Social Sciences","4194209",NA,"9781124689067",20120101,72,"8-A",2627,NA,1,NA,NA,NA,NA,NA,NA,"2012-99030-019",NA,NA,"ProQuest Information & Learning",NA,NA,"Artificial Intelligence; Culture (Anthropological); Ethnic Identity; Virtual Reality; Avatars; Theories; Cultural Identity",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-99030-019&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"314","PsychInfo","Journal Article",2012,"Ward, Colleen; Kus, Larissa","Back to and beyond Berry's basics: The conceptualization, operationalization and classification of acculturation.",NA,NA,"Berry (1990) distinguished four acculturation attitudes (integration, assimilation, separation and marginalization) arising from two acculturation questions (concerning cultural maintenance and cultural contact). This research examines the distributions of acculturation attitudes based on his original cultural maintenance–cultural contact conceptualization and on a later cultural maintenance–cultural adoption model. In line with the Relative Extended Acculturation Model it also compares the outcomes of real (self-reported behavioral) and ideal (attitudinal) assessments of acculturation. Two hundred and eighty-nine first generation immigrants in New Zealand participated in the study. In line with the hypotheses, integration occurred more frequently when derived from cultural contact than from cultural adoption and when acculturation was framed in attitudinal, rather than behavioral, terms. The findings point to the necessity of clearly defining the dimensions of acculturation, ensuring they are appropriately operationalized, and differentiating attitudinal and self-reported behavioral measures. The consequences of the operationalization of acculturation for its relationship to adaptation are also reported and discussed. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",NA,NA,"International Journal of Intercultural Relations",NA,"1471767",NA,NA,20120701,36,"4",472,NA,14,NA,NA,NA,NA,NA,NA,"2012-14917-001","10.1016/j.ijintrel.2012.02.002",NA,"Elsevier Science",NA,NA,"Acculturation; Concept Formation; Racial and Ethnic Attitudes; Classification (Cognitive Process); Marginalization; Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Very Old (85 yrs & older); Male; Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-14917-001&site=ehost-live&scope=site",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"315","PsychInfo","Dissertation",2016,"Duchatelier-Jeudy, Lud Abigail","Being and becoming: A grounded theory study of the racial and ethnic socialization processes of fifteen Haitian immigrants living in the United States.",1,NA,"This study examined and described the racial and ethnic socialization processes of 15 Haitian immigrant mothers, eight of whom were born and raised in Haiti and migrated to the United States after the age of 21 (Group A) and seven of whom were born and raised in the United States or born in Haiti and migrated on or before the age of the five and raised of the United States (Group B). The two groups of Haitian immigrant mothers were recruited from cities throughout the Northeast region of the United States. Using Harkness and Super's Developmental Niche as a theoretical guide, the researcher developed a qualitative interview protocol to assess the three components of this study's conceptualization of racial and ethnic socialization: (a) Haitian immigrant mothers' racial and ethnic messages and practices; (b) role the place in which the mothers were born and raised plays in their racial and ethnic socialization messages and practices; and (c) the factors that influence the mothers' racial and ethnic socialization messages and practices. Constructive grounded theory procedures were used to find themes and patterns of racial and ethnic socialization within the two groups of Haitian immigrant mothers and to identify similarities and differences among the two groups. The results from this study reveal that racial and ethnic socialization are processes of child development that are intricately related to the culture in which the family lives. Haitian immigrant mothers in Group A had similar racial socialization messages and practices to the Haitian immigrant mothers in Group B; however, the two groups differed greatly in their ethnic socialization messages and practices. Their messages and practices were influenced by the lessons they learned from their parents and the experiences that they had with race and ethnicity in Haiti and in the United States. In addition, being born and raised in Haiti and in the United States dictated the social contexts that Haitian immigrant mothers in Group A and Group B were exposed to, which shaped their understanding of and beliefs about race and ethnicity, their racial and ethnic identity, and the racial and ethnic identity they prescribed to their children. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,"not theory","Dissertation Abstracts International: Section B: The Sciences and Engineering","Dissertation Abstracts International: Section B: The Sciences And Engineering","4194217",NA,"9781339423494",20160101,77,"6-B(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-42148-169",NA,NA,"ProQuest Information & Learning",NA,NA,"Health Care Services; Immigration; Socialization; Racial and Ethnic Differences; Adulthood (18 yrs & older); Female",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2016-42148-169&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"316","PsychInfo","Chapter",1994,"Padilla, Amado M.","Bicultural development: A theoretical and empirical examination.",1,NA,"examines the theoretical construct of biculturalism from a socialization perspective and focuses on children and adolescents who come from environments that foster dual culture socialization first discuss why growing up in 2 cultures is a timely and very necessary topic of discussion in understanding developmental processes / second, present an overview of the theoretical issues that surround bicultural socialization / finally, some empirical findings are presented that enable us to better understand the psychosocial issues involved in what transpires during bicultural socialization monoculturalism versus multiculturalism / identity formation / socialization to 2 cultures [immigrant children and adolescents, offspring of immigrants, later generation ethnics, mixed ethnic heritage children] (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,"not acculturation","Theoretical and conceptual issues in Hispanic mental health.","Theoretical And Conceptual Issues In Hispanic Mental Health.",NA,NA,"089464839X",19940101,NA,NA,20,NA,32,NA,NA,NA,NA,NA,NA,"1994-98623-002",NA,NA,"Robert E Krieger Publishing Co",NA,NA,"Culture (Anthropological); Racial and Ethnic Groups; Socialization; Ethnic Identity; Immigration; Psychosocial Development; Childhood (birth-12 yrs); Adolescence (13-17 yrs)",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1994-98623-002&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"317","PsychInfo","Dissertation",2011,"Magarati, Ratna M.","Bilingualism and educational expectations, college access and success of youth from immigrant families: A test of segmented assimilation theory.",0,"not theory","Using the University of Washington Beyond High School survey data, I examine determinants of language proficiency and its consequences on a variety of social- psychological and socioeconomic adaptation outcomes. In particular, I explore whether fluent bilingualism—proficiency in both minority home language and English—provides an adaptation advantage to the children of the post-1960 immigrants in terms of educational aspirations, expectations, college enrollment and graduation, compared to their English- monolingual or limited-bilingual peers. The results indicate that high school seniors from homes in which a second language is spoken prefer English over the parental language and that a shift to the dominant use of English by the third generation appears to be occurring. However, a quarter of those seniors maintain some proficiency in the minority home language. Proficiency rates vary by minority language group, but one in four youths from dual-language homes is fluently bilingual. Length of residence in the United States, measured as generational status, largely determines proficiency in minority home language, English and fluent bilingualism. Family social background and family structure are only weakly associated with language proficiency. However, family social background is a strong predictor of educational aspirations and attainment. Korean- and Vietnamese-speaking seniors not only report higher educational ambitions but also enroll in and graduate from a four-year college at higher rates than Spanish, Khmer- and Russian- speaking seniors. Spanish speakers appear to the most disadvantaged in terms of graduating from college Fluently bilingual youths hold higher educational aspirations and expectations than their English monolingual peers when family social background, family structure and generational status are controlled and are also more likely to attend a four-year college. However, fluent bilingualism does not provide an advantage in graduating from a four-year college. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"Dissertation Abstracts International Section A: Humanities and Social Sciences","Dissertation Abstracts International Section A: Humanities And Social Sciences","4194209",NA,"9781124490182",20110101,72,"4-A",1445,NA,1,NA,NA,NA,NA,NA,NA,"2011-99190-555",NA,NA,"ProQuest Information & Learning",NA,NA,"Academic Achievement; Bilingualism; Colleges; Expectations; Immigration; Family; High Schools; Language Proficiency; Adulthood (18 yrs & older)",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-99190-555&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"318","PsychInfo","Dissertation",2018,"Li, Jo-Yun Queenie","Breaking the silence: Extending theory to address the underutilization of mental health services among Chinese immigrants in the United States.",1,NA,"Mental health services underutilization has been a prevalent issue in Chinese immigrant community in the United States. Using a nation wide survey of 445 Chinese immigrants in November 2017, this study investigates the effects of cognitive barriers (i.e., acculturation levels) and affective obstacles (i.e., mental illness stigma) on Chinese immigrants' perceptual, attitudinal, and behavioral responses toward mental health services, by combing situational theory of problem solving and the theory of planned behavior. This study also examines the effects of mainstream and ethnic media use on acculturation and perceived stigma. Findings provide empirical support for the combined model, showing that all the cognitive and affective factors can predict Chinese immigrants' communicative action and behaviors regarding mental health services utilization. In addition, this study found that acculturation (cognitive barriers) is an effective predictor of individuals' ability to recognize the problem, connection to the problem, subjective norms regarding the problem, and their perceived behavioral control over the problem. On the other hand, mental illness stigma (affective barriers) can predict individuals' constraint recognition, attitudes, and perceived behavioral control over the issue. Practical implications are discussed for health public relations practitioners and communicators to better identify publics, propose strategic messages, and implement communication campaigns to improve Chinese immigrants' mental health services utilization rates. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",0,"not theory","Dissertation Abstracts International Section A: Humanities and Social Sciences","Dissertation Abstracts International Section A: Humanities And Social Sciences","4194209",NA,"9780438112438",20180101,79,"11-A(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-40524-101",NA,NA,"ProQuest Information & Learning",NA,NA,"Health Care Utilization; Mental Health Services; Immigration",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2018-40524-101&site=ehost-live&scope=site",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
